time,longitude,latitude,speed
2024-05-02T05:40:47,11.2814166,58.6020795,0.0194401244167963
2024-05-02T05:40:48,11.2814167,58.6020794,0.0194401244167963
2024-05-02T05:40:49,11.2814168,58.6020793,0
2024-05-02T05:40:50,11.281417,58.6020792,0
2024-05-02T05:40:51,11.281417,58.6020792,0
2024-05-02T05:40:52,11.2814173,58.6020792,0.0194401244167963
2024-05-02T05:40:53,11.2814176,58.6020791,0.0388802488335925
2024-05-02T05:40:54,11.281418,58.6020791,0
2024-05-02T05:40:55,11.2814183,58.602079,0.0194401244167963
2024-05-02T05:40:56,11.2814187,58.602079,0
2024-05-02T05:40:57,11.2814191,58.602079,0
2024-05-02T05:40:58,11.2814189,58.6020793,0.0194401244167963
2024-05-02T05:40:59,11.2814186,58.6020793,0.0194401244167963
2024-05-02T05:41:00,11.2814184,58.602079,0.0194401244167963
2024-05-02T05:41:01,11.2814184,58.6020789,0.0194401244167963
2024-05-02T05:41:02,11.2814185,58.6020787,0.0194401244167963
2024-05-02T05:41:03,11.2814186,58.6020787,0.0194401244167963
2024-05-02T05:41:04,11.2814186,58.6020786,0.0194401244167963
2024-05-02T05:41:05,11.2814185,58.6020786,0.0194401244167963
2024-05-02T05:41:06,11.2814186,58.6020787,0
2024-05-02T05:41:07,11.2814185,58.6020788,0.0194401244167963
2024-05-02T05:41:08,11.2814183,58.6020789,0.0194401244167963
2024-05-02T05:41:09,11.2814182,58.6020789,0.0194401244167963
2024-05-02T05:41:10,11.2814179,58.6020791,0.0194401244167963
2024-05-02T05:41:11,11.2814176,58.6020794,0
2024-05-02T05:41:12,11.2814176,58.6020794,0.0194401244167963
2024-05-02T05:41:13,11.2814174,58.6020796,0.0388802488335925
2024-05-02T05:41:14,11.2814172,58.60208,0.0194401244167963
2024-05-02T05:41:15,11.2814169,58.6020805,0.0388802488335925
2024-05-02T05:41:16,11.2814167,58.6020809,0.0194401244167963
2024-05-02T05:41:17,11.2814164,58.6020814,0.0194401244167963
2024-05-02T05:41:18,11.2814162,58.6020819,0.0194401244167963
2024-05-02T05:41:19,11.281416,58.6020824,0.0194401244167963
2024-05-02T05:41:20,11.281416,58.6020825,0.0194401244167963
2024-05-02T05:41:21,11.2814161,58.6020824,0
2024-05-02T05:41:22,11.2814162,58.6020824,0.0194401244167963
2024-05-02T05:41:23,11.2814163,58.6020824,0.0194401244167963
2024-05-02T05:41:24,11.2814165,58.6020825,0.0194401244167963
2024-05-02T05:41:25,11.2814165,58.6020827,0.0194401244167963
2024-05-02T05:41:26,11.2814166,58.6020829,0.0194401244167963
2024-05-02T05:41:27,11.2814166,58.6020832,0
2024-05-02T05:41:28,11.2814166,58.6020835,0.0194401244167963
2024-05-02T05:41:29,11.2814165,58.6020839,0.0194401244167963
2024-05-02T05:41:30,11.2814165,58.6020839,0
2024-05-02T05:41:31,11.2814165,58.6020842,0.0194401244167963
2024-05-02T05:41:32,11.2814164,58.6020844,0.0194401244167963
2024-05-02T05:41:33,11.2814163,58.6020847,0
2024-05-02T05:41:34,11.2814162,58.6020851,0.0194401244167963
2024-05-02T05:41:35,11.281416,58.6020855,0.0194401244167963
2024-05-02T05:41:36,11.2814158,58.6020858,0.0194401244167963
2024-05-02T05:41:37,11.2814152,58.6020861,0.0194401244167963
2024-05-02T05:41:38,11.2814147,58.6020865,0.0194401244167963
2024-05-02T05:41:39,11.2814142,58.6020868,0.0194401244167963
2024-05-02T05:41:40,11.2814137,58.6020873,0.0194401244167963
2024-05-02T05:41:41,11.2814132,58.6020879,0.0194401244167963
2024-05-02T05:41:42,11.2814128,58.6020884,0
2024-05-02T05:41:43,11.2814123,58.6020889,0
2024-05-02T05:41:44,11.2814119,58.6020893,0.0194401244167963
2024-05-02T05:41:45,11.2814114,58.6020897,0.0194401244167963
2024-05-02T05:41:46,11.2814109,58.6020902,0.0194401244167963
2024-05-02T05:41:47,11.2814105,58.6020908,0
2024-05-02T05:41:48,11.2814105,58.6020908,0.0194401244167963
2024-05-02T05:41:49,11.2814101,58.6020915,0.0194401244167963
2024-05-02T05:41:50,11.2814097,58.6020921,0.0194401244167963
2024-05-02T05:41:51,11.2814094,58.6020928,0.0194401244167963
2024-05-02T05:41:52,11.2814091,58.6020934,0.0194401244167963
2024-05-02T05:41:53,11.281409,58.6020939,0.0194401244167963
2024-05-02T05:41:54,11.2814088,58.6020944,0
2024-05-02T05:41:55,11.2814088,58.6020949,0
2024-05-02T05:41:56,11.2814089,58.6020953,0.0194401244167963
2024-05-02T05:41:57,11.281409,58.6020956,0.0194401244167963
2024-05-02T05:41:58,11.281409,58.6020959,0.0194401244167963
2024-05-02T05:41:59,11.2814091,58.602096,0.0194401244167963
2024-05-02T05:42:00,11.2814091,58.6020961,0.0194401244167963
2024-05-02T05:42:01,11.2814092,58.6020962,0.0388802488335925
2024-05-02T05:42:02,11.2814093,58.6020962,0.0388802488335925
2024-05-02T05:42:03,11.2814095,58.6020964,0
2024-05-02T05:42:04,11.2814096,58.6020965,0.0194401244167963
2024-05-02T05:42:05,11.2814096,58.6020964,0.0194401244167963
2024-05-02T05:42:06,11.2814096,58.6020964,0.0194401244167963
2024-05-02T05:42:07,11.2814096,58.6020964,0.0194401244167963
2024-05-02T05:42:08,11.2814096,58.6020963,0.0194401244167963
2024-05-02T05:42:09,11.2814096,58.6020963,0.0194401244167963
