time,longitude,latitude,speed
2024-04-12T05:03:02,11.2771009,58.5958108,0.0388802488335925
2024-04-12T05:03:03,11.2771007,58.5958101,0
2024-04-12T05:03:04,11.2771007,58.5958094,0
2024-04-12T05:03:05,11.2771006,58.5958087,0.0194401244167963
2024-04-12T05:03:06,11.2771003,58.5958082,0
2024-04-12T05:03:07,11.2771002,58.5958076,0
2024-04-12T05:03:08,11.2770997,58.5958073,0.0194401244167963
2024-04-12T05:03:09,11.2770993,58.5958069,0.0194401244167963
2024-04-12T05:03:10,11.2770989,58.5958066,0.0194401244167963
2024-04-12T05:03:11,11.2770984,58.5958065,0.0194401244167963
2024-04-12T05:03:12,11.2770981,58.5958062,0.0388802488335925
2024-04-12T05:03:13,11.2770978,58.5958061,0.0194401244167963
2024-04-12T05:03:14,11.2770976,58.595806,0.0194401244167963
2024-04-12T05:03:15,11.2770978,58.5958059,0
2024-04-12T05:03:16,11.277098,58.595806,0.0194401244167963
2024-04-12T05:03:17,11.277098,58.595806,0.0388802488335925
2024-04-12T05:03:18,11.2770983,58.5958062,0.0388802488335925
2024-04-12T05:03:19,11.2770979,58.5958066,0.0194401244167963
2024-04-12T05:03:20,11.2770978,58.595807,0.0194401244167963
2024-04-12T05:03:21,11.277098,58.5958073,0.0194401244167963
2024-04-12T05:03:22,11.2770982,58.5958076,0.0194401244167963
2024-04-12T05:03:23,11.2770986,58.5958079,0.0388802488335925
2024-04-12T05:03:24,11.277099,58.595808,0.0388802488335925
2024-04-12T05:03:25,11.2770993,58.5958079,0.0583203732503888
2024-04-12T05:03:26,11.2770996,58.5958078,0.0388802488335925
2024-04-12T05:03:27,11.2770995,58.5958077,0.0194401244167963
2024-04-12T05:03:28,11.2770995,58.5958075,0.0194401244167963
2024-04-12T05:03:29,11.2770995,58.5958071,0.0388802488335925
2024-04-12T05:03:30,11.2770995,58.5958067,0.0388802488335925
2024-04-12T05:03:31,11.2770995,58.5958062,0.0388802488335925
2024-04-12T05:03:32,11.2770996,58.5958059,0.0388802488335925
2024-04-12T05:03:33,11.2770997,58.5958061,0.0583203732503888
2024-04-12T05:03:34,11.2771001,58.5958064,0.0388802488335925
2024-04-12T05:03:35,11.277101,58.5958067,0.0388802488335925
2024-04-12T05:03:36,11.2771019,58.5958071,0.0388802488335925
2024-04-12T05:03:37,11.2771019,58.5958071,0.0194401244167963
2024-04-12T05:03:38,11.2771027,58.5958071,0.0388802488335925
2024-04-12T05:03:39,11.2771034,58.5958072,0.0194401244167963
2024-04-12T05:03:40,11.2771039,58.5958072,0.0583203732503888
2024-04-12T05:03:41,11.2771043,58.5958072,0.0388802488335925
2024-04-12T05:03:42,11.2771045,58.5958072,0.0388802488335925
2024-04-12T05:03:43,11.2771047,58.5958071,0.0388802488335925
2024-04-12T05:03:44,11.2771049,58.5958071,0.0583203732503888
2024-04-12T05:03:45,11.2771049,58.5958075,0.0388802488335925
2024-04-12T05:03:46,11.2771049,58.5958078,0.0583203732503888
2024-04-12T05:03:47,11.2771054,58.5958076,0.0583203732503888
2024-04-12T05:03:48,11.2771061,58.5958075,0.0583203732503888
2024-04-12T05:03:49,11.2771071,58.5958074,0.0583203732503888
2024-04-12T05:03:50,11.2771077,58.5958076,0.0388802488335925
2024-04-12T05:03:51,11.2771083,58.595808,0.0194401244167963
2024-04-12T05:03:52,11.277109,58.5958082,0.0388802488335925
2024-04-12T05:03:53,11.2771099,58.5958084,0.0388802488335925
2024-04-12T05:03:54,11.277111,58.5958085,0.0194401244167963
2024-04-12T05:03:55,11.2771122,58.5958085,0.0194401244167963
2024-04-12T05:03:56,11.2771131,58.5958085,0.0388802488335925
2024-04-12T05:03:57,11.2771139,58.5958086,0.0194401244167963
2024-04-12T05:03:58,11.2771144,58.5958088,0.0194401244167963
2024-04-12T05:03:59,11.2771144,58.5958088,0.0388802488335925
2024-04-12T05:04:00,11.2771146,58.5958089,0.0194401244167963
2024-04-12T05:04:01,11.2771146,58.5958089,0.0194401244167963
2024-04-12T05:04:02,11.2771144,58.5958091,0.0194401244167963
2024-04-12T05:04:03,11.2771142,58.5958093,0.0388802488335925
2024-04-12T05:04:04,11.277114,58.5958095,0.0194401244167963
2024-04-12T05:04:05,11.2771136,58.5958097,0.0194401244167963
2024-04-12T05:04:06,11.2771132,58.5958099,0.0194401244167963
2024-04-12T05:04:07,11.2771127,58.5958099,0.0194401244167963
2024-04-12T05:04:08,11.2771123,58.5958098,0.0388802488335925
2024-04-12T05:04:09,11.2771118,58.5958096,0.0388802488335925
2024-04-12T05:04:10,11.2771112,58.5958095,0.0194401244167963
2024-04-12T05:04:11,11.2771107,58.5958094,0
2024-04-12T05:04:12,11.2771102,58.5958094,0.0194401244167963
2024-04-12T05:04:13,11.2771099,58.5958094,0.0194401244167963
2024-04-12T05:04:14,11.2771096,58.5958093,0.0194401244167963
2024-04-12T05:04:15,11.2771094,58.5958093,0.0388802488335925
2024-04-12T05:04:16,11.2771091,58.5958094,0.0194401244167963
2024-04-12T05:04:17,11.2771087,58.5958096,0
2024-04-12T05:04:18,11.2771083,58.5958099,0.0388802488335925
2024-04-12T05:04:19,11.2771079,58.5958102,0.0194401244167963
2024-04-12T05:04:20,11.2771076,58.5958104,0.0194401244167963
2024-04-12T05:04:21,11.2771076,58.5958104,0.0194401244167963
2024-04-12T05:04:22,11.2771076,58.5958107,0.0388802488335925
2024-04-12T05:04:23,11.2771079,58.5958109,0.0194401244167963
2024-04-12T05:04:24,11.2771083,58.5958112,0.0388802488335925
2024-04-12T05:04:25,11.2771089,58.5958116,0.0388802488335925
2024-04-12T05:04:26,11.2771095,58.5958119,0.0194401244167963
2024-04-12T05:04:27,11.2771096,58.5958122,0.0388802488335925
2024-04-12T05:04:28,11.2771094,58.5958125,0.0388802488335925
2024-04-12T05:04:29,11.2771088,58.5958128,0.0388802488335925
2024-04-12T05:04:30,11.2771083,58.595813,0.0388802488335925
2024-04-12T05:04:31,11.2771083,58.5958132,0.0388802488335925
2024-04-12T05:04:32,11.2771085,58.5958134,0.0388802488335925
2024-04-12T05:04:33,11.2771088,58.5958136,0.0194401244167963
2024-04-12T05:04:34,11.2771089,58.5958137,0.0194401244167963
2024-04-12T05:04:35,11.2771089,58.5958139,0.0388802488335925
2024-04-12T05:04:36,11.2771087,58.5958141,0.0194401244167963
2024-04-12T05:04:37,11.2771087,58.5958141,0.0194401244167963
2024-04-12T05:04:38,11.2771086,58.595814,0.0388802488335925
2024-04-12T05:04:39,11.2771084,58.5958138,0.0388802488335925
2024-04-12T05:04:40,11.277108,58.5958137,0.0388802488335925
2024-04-12T05:04:41,11.277108,58.5958137,0.0194401244167963
2024-04-12T05:04:42,11.2771077,58.5958135,0.0194401244167963
2024-04-12T05:04:43,11.2771074,58.5958135,0.0194401244167963
2024-04-12T05:04:44,11.2771071,58.5958136,0.0194401244167963
2024-04-12T05:04:45,11.2771069,58.5958137,0.0194401244167963
2024-04-12T05:04:46,11.2771068,58.5958138,0
2024-04-12T05:04:47,11.2771069,58.595814,0.0388802488335925
2024-04-12T05:04:48,11.277107,58.5958141,0.0388802488335925
2024-04-12T05:04:49,11.277107,58.5958143,0.0194401244167963
2024-04-12T05:04:50,11.277107,58.5958145,0.0194401244167963
2024-04-12T05:04:51,11.2771069,58.5958148,0.0194401244167963
2024-04-12T05:04:52,11.2771066,58.5958151,0.0194401244167963
2024-04-12T05:04:53,11.2771062,58.5958154,0.0194401244167963
2024-04-12T05:04:54,11.2771056,58.5958158,0.0194401244167963
2024-04-12T05:04:55,11.2771051,58.5958161,0.0194401244167963
2024-04-12T05:04:56,11.2771046,58.5958163,0.0194401244167963
2024-04-12T05:04:57,11.2771041,58.5958162,0
2024-04-12T05:04:58,11.2771038,58.5958161,0.0194401244167963
2024-04-12T05:04:59,11.2771038,58.5958161,0.0194401244167963
2024-04-12T05:05:00,11.2771035,58.5958158,0.0194401244167963
2024-04-12T05:05:01,11.2771033,58.5958156,0.0194401244167963
2024-04-12T05:05:02,11.277103,58.5958153,0.0388802488335925
2024-04-12T05:05:03,11.2771026,58.5958148,0.0388802488335925
