Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
SWE;SWE000008476;;MOD;2022-03-22;2100-12-31;SFC7313;GE7;No name;SEUTV;Utvalnäs;SFC7313;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;6.05;0.00;0.87;0.00;0.00;44.12;0.00;3;2005-01-28;MFL;;;PA;2004-01-01
SWE;SWE000008479;;MOD;2020-11-30;2100-12-31;SFC7317;SN36;No name;811;;SFC7317;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;6.05;0.00;1.54;0.00;0.00;44.00;0.00;3;2005-02-03;MFL;;;PA;2004-01-01
SWE;SWE000008480;;MOD;2023-05-20;2100-12-31;SFC7343;UÅ2;RAN;SERVG;Rovögern;SFC7343;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;7.52;0.00;3.08;0.00;0.00;179.00;0.00;3;2005-03-04;MFL;;;PA;2005-01-01
SWE;SWE000008481;;MOD;2018-05-02;2100-12-31;SFC7341;GG184;RAGNA;732;;SFC7341;Y;Y;N;;;;;FX;GNS;GND;;;;;9.99;0.00;7.96;0.00;0.00;220.00;0.00;3;2005-03-01;MFL;;;PA;2005-01-01
SWE;SWE000008482;;MOD;2023-09-29;2100-12-31;SFC7365;HA97;TÖSEN;SENIA;Nikkala;SFC7365;Y;Y;N;N;N;Y;265034890;FX;PTB;GNS;;;;;11.98;0.00;11.66;0.00;0.00;139.71;0.00;2;2005-04-01;MFL;;;PA;2005-01-01
SWE;SWE000008487;;MOD;2020-11-30;2100-12-31;SFC7366;HA8;LINDA;929;;SFC7366;Y;Y;N;N;;N;;FX;GNS;FPO;;;;;11.98;0.00;7.65;0.00;0.00;119.00;0.00;2;2005-04-01;MFL;;;PA;1983-01-01
SWE;SWE000008488;;MOD;2022-05-12;2100-12-31;SFC7397;UÅ4;HALSVIK;SEOTN;Ostön;SFC7397;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;6.35;0.00;1.08;0.00;0.00;44.12;0.00;3;2005-05-02;MFL;;;PA;2005-01-01
SWE;SWE000008512;;MOD;2021-09-14;2100-12-31;SFC7412;ÖK25;MARY;SEHUS;Husum;SFC7412;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;5.90;0.00;1.36;0.00;0.00;66.00;0.00;3;2005-05-31;MFL;;;PA;2005-01-01
SWE;SWE000008631;;MOD;2019-02-13;2100-12-31;SFC7445;SD41;TÄRNÖ;711;;SFC7445;Y;Y;N;N;;N;;FX;FPO;LTL;;;;;8.15;0.00;3.90;0.00;0.00;48.00;0.00;3;2005-07-04;MFL;;;PA;1994-01-01
SWE;SWE000008649;;MOD;2020-11-30;2100-12-31;SFC7485;UÅ67;No name;872;;SFC7485;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;5.50;0.00;0.35;0.00;0.00;18.39;0.00;3;2005-07-08;MFL;;;AC;2005-01-01
SWE;SWE000008729;;CHA;2023-06-29;2100-12-31;SFC7436;LÅ11;No name;SESDN;Sandön;SFC7436;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;7.09;0.00;0.97;0.00;0.00;33.00;0.00;3;2005-08-24;MFL;;;PA;2005-01-01
SWE;SWE000008750;;MOD;2024-04-17;2100-12-31;SFC7507;LL677;OCEAN;SESMO;Smögen;SFC7507;Y;Y;N;N;N;Y;265563310;FX;OTB;TBN;;;;;8.40;0.00;6.30;0.00;0.00;110.32;0.00;3;2005-08-09;MFL;;;PA;2003-01-01
SWE;SWE000008771;;MOD;2020-11-30;2100-12-31;SFC7428;HL8;No name;788;;SFC7428;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;4.90;0.00;0.92;0.00;0.00;29.42;0.00;3;2005-05-27;MFL;;;PA;1989-01-01
SWE;SWE000009010;;MOD;2022-11-17;2100-12-31;SFE2794;GG30;EROS AV HÖNÖ;SEHKL;Klåva", Hönö;SFE2794;Y;Y;Y;Y;;Y;266414000;FX;TBN;OTB;;;;;13.02;0.00;17.00;0.00;0.00;129.00;0.00;3;2021-10-05;MFL;;;PA;1982-01-01
SWE;SWE000009071;;CHA;2023-04-24;2100-12-31;SFC7560;HL7;No name;SEKUO;Kuggören;SFC7560;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;6.40;0.00;1.44;0.00;0.00;36.00;0.00;3;2005-10-07;MFL;;;PA;2005-01-01
SWE;SWE000009074;;MOD;2006-08-31;2100-12-31;SFC7578;MÖ2;MAJKEN;461;;SFC7578;Y;Y;N;;;;;FX;GNS;GNS;;;;;6.00;0.00;0.91;0.00;0.00;44.13;0.00;3;2005-11-01;MFL;;;PA;1984-01-01
SWE;SWE000009089;;MOD;2024-03-04;2100-12-31;SFC7577;LL25;MITINA;SEGRD;Grundsund;SFC7577;Y;Y;N;N;N;N;265563480;FX;FPO;PS;;;;;11.97;0.00;11.02;0.00;0.00;367.75;0.00;3;2005-10-31;MFL;;;PA;2005-01-01
SWE;SWE000009119;;CHA;2023-09-21;2100-12-31;SFC7747;LA4;JAMAS;SEBOU;Borstahusen;SFC7747;Y;Y;N;N;N;N;;FX;GNS;GND;;;;;7.97;0.00;3.59;0.00;0.00;45.00;0.00;3;2005-11-16;MFL;;;PA;2005-01-01
SWE;SWE000009125;;MOD;2022-09-24;2100-12-31;SFC7783;LÅ48;SARA II;SELLA;Luleå;SFC7783;Y;Y;N;N;;Y;265034860;FX;PTB;GNS;;;;;11.96;0.00;11.45;0.00;0.00;264.78;0.00;3;2006-01-11;MFL;;;PA;2005-01-01
SWE;SWE000009127;;MOD;2024-03-27;2100-12-31;SFC7775;VG92;VÄSTVÅG;SEBUA;Bua;SFC7775;Y;Y;N;N;N;Y;265049930;FX;LTL;FPO;;;;;9.10;0.00;5.44;0.00;0.00;154.00;0.00;3;2006-01-02;MFL;;;PA;2005-01-01
SWE;SWE000009136;;MOD;2024-02-09;2100-12-31;SFC7803;VG71;POLSTJÄRNAN;SETRE;Träslövsläge;SFC7803;Y;Y;N;N;N;N;265044960;FX;OTB;TBN;;;;;11.99;0.00;19.00;0.00;0.00;183.87;0.00;3;2006-02-14;MFL;;;PA;1985-01-01
SWE;SWE000009143;;MOD;2020-11-30;2100-12-31;SFC7812;GE57;No name;795;;SFC7812;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;6.00;0.00;0.93;0.00;0.00;15.00;0.00;3;2006-03-02;MFL;;;PA;1972-01-01
SWE;SWE000009159;;MOD;2020-05-07;2100-12-31;SFC7875;LL44;MARIE III;699;;SFC7875;Y;Y;N;N;;Y;265571280;FX;FPO;GND;;;;;11.97;0.00;11.04;0.00;0.00;368.00;0.00;3;2006-05-04;MFL;;;PA;2006-01-01
SWE;SWE000009166;;MOD;2020-11-30;2100-12-31;SFC7848;HA9;No name;940;;SFC7848;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;6.05;0.00;1.31;0.00;0.00;55.00;0.00;3;2006-04-19;MFL;;;PA;1976-01-01
SWE;SWE000009167;;CHA;2007-05-21;2100-12-31;SFC7896;HA19;NORDANVIND;934;;SFC7896;Y;Y;N;;;;;FX;FPO;GNS;;;;;6.00;0.00;1.31;0.00;0.00;55.16;0.00;3;2006-05-16;MFL;;;PA;2005-01-01
SWE;SWE000009179;;MOD;2020-05-07;2100-12-31;SFC7843;NRG12;GLORIA;197;Greece;SFC7843;Y;Y;N;N;;N;;FX;GNS;FPO;;;;;6.10;0.00;1.51;0.00;0.00;36.77;0.00;3;2006-04-03;MFL;;;PA;2006-01-01
SWE;SWE000009195;;MOD;2020-05-07;2100-12-31;SFC7971;GG575;LYON;632;;SFC7971;Y;Y;N;N;;N;;FX;GNS;FPO;;;;;7.70;0.00;3.22;0.00;0.00;105.91;0.00;3;2006-07-05;MFL;;;PA;2006-01-01
SWE;SWE000009197;;MOD;2020-11-30;2100-12-31;SFC8024;ON2;No name;290;;SFC8024;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;5.30;0.00;0.94;0.00;0.00;29.00;0.00;3;2006-08-21;MFL;;;PA;1985-01-01
SWE;SWE000009200;;MOD;2023-01-04;2100-12-31;SFC8048;GG980;DANAFJORD;SEFOT;Fotö;SFC8048;Y;Y;N;N;N;N;;FX;OTB;FPO;;;;;10.71;0.00;10.68;0.00;0.00;433.00;0.00;3;2006-09-22;MFL;;;PA;2006-01-01
SWE;SWE000009203;;MOD;2022-11-17;2100-12-31;SFE2778;HA89;UDDVIK;SESRO;Storön;SFE2778;Y;Y;Y;Y;;Y;266406000;FX;PTB;PTM;;;;;13.94;0.00;17.00;0.00;0.00;300.00;0.00;2;2019-02-05;MFL;;;PA;1978-01-01
SWE;SWE000009208;;MOD;2021-11-12;2100-12-31;SFC8075;GG403;EMMA;SEFOT;Fotö;SFC8075;Y;Y;N;N;;N;;FX;FPO;GND;;;;;11.98;0.00;9.68;0.00;0.00;279.49;0.00;3;2006-10-13;MFL;;;PA;2001-01-01
SWE;SWE000009215;;MOD;2023-06-28;2100-12-31;SFC8082;HND3;No name;SEBNM;Bondhamn;SFC8082;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;6.05;0.00;0.98;0.00;0.00;36.77;0.00;3;2006-10-25;MFL;;;PA;1979-01-01
SWE;SWE000009236;;MOD;2023-08-18;2100-12-31;SFC8125;VG140;SVANÖ;SEVID;Videbergshamn;SFC8125;Y;Y;N;N;N;Y;265695220;FX;FPO;FPO;;;;;9.95;0.00;7.92;0.00;0.00;205.94;0.00;3;2006-12-29;MFL;;;PA;2006-01-01
SWE;SWE000009241;;MOD;2020-11-30;2100-12-31;SFC8119;KR7;No name;185;Greece;SFC8119;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;4.90;0.00;0.81;0.00;0.00;22.06;0.00;3;2006-12-14;MFL;;;PA;1979-01-01
SWE;SWE000009242;;MOD;2023-11-06;2100-12-31;SFC8145;ÅS36;SOFIE;SEAHU;Åhus;SFC8145;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;6.80;0.00;1.96;0.00;0.00;16.00;0.00;3;2007-01-18;MFL;;;PA;1990-01-01
SWE;SWE000009245;;MOD;2024-01-25;2100-12-31;SFC8148;SG170;SUNNSKÄR;SEHAO;Hanö;SFC8148;Y;N;N;N;N;N;;FX;GNS;LHP;;;;;9.15;0.00;6.24;0.00;0.00;61.05;0.00;3;2007-01-23;MFL;;;PA;1982-01-01
SWE;SWE000009258;;MOD;2017-12-27;2100-12-31;SFC8178;GG424;NIPPON;732;;SFC8178;Y;N;N;;;;;FX;LHP;LHP;;;;;10.42;0.00;4.87;0.00;0.00;250.00;0.00;3;2007-03-07;MFL;;;PA;2006-01-01
SWE;SWE000009263;;MOD;2024-02-09;2100-12-31;SFD2601;HG129;KETTY;SEVKN;Viken", Höganäs;SFD2601;Y;Y;N;N;N;N;265750540;FX;OTB;TBN;;;;;11.97;0.00;23.00;0.00;0.00;221.00;0.00;3;2017-09-12;MFL;;;PA;1984-01-01
SWE;SWE000009268;;MOD;2019-04-12;2100-12-31;SFC7575;SD1;ROCKAN II;596;;SFC7575;Y;Y;N;N;;Y;265720160;FX;FPO;FPO;;;;;8.81;0.00;4.63;0.00;0.00;125.03;0.00;3;2007-02-07;MFL;;;PA;1997-01-01
SWE;SWE000009279;;MOD;2024-02-20;2100-12-31;SFC8241;SD526;STRANDÖ;SENOK;Nord-Koster;SFC8241;Y;Y;N;N;N;Y;265678430;FX;FPO;FPO;;;;;11.96;0.00;11.27;0.00;0.00;367.75;0.00;3;2007-05-09;MFL;;;PA;2007-01-01
SWE;SWE000009280;;MOD;2023-02-28;2100-12-31;SFC8252;GG253;PORT SAID;SEHDR;Hönö-Röd;SFC8252;Y;Y;N;N;N;N;;FX;FPO;FPO;;;;;10.42;0.00;6.81;0.00;0.00;250.07;0.00;3;2007-05-15;MFL;;;PA;2007-01-01
SWE;SWE000009281;;MOD;2020-12-15;2100-12-31;SFC8250;GG1982;STIG CAT;719;;SFC8250;Y;Y;N;N;;N;;FX;FPO;NO;;;;;6.50;0.00;1.51;0.00;0.00;220.00;0.00;3;2007-05-14;MFL;;;PA;2007-01-01
SWE;SWE000009327;;MOD;2020-11-30;2100-12-31;SFC8373;UÅ23;No name;86;;SFC8373;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;5.20;0.00;0.70;0.00;0.00;14.71;0.00;3;2007-08-01;MFL;;;PA;1982-01-01
SWE;SWE000009328;;MOD;2022-12-13;2100-12-31;SFC8378;SM44;No name;SEGGR;;SFC8378;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;6.05;0.00;1.64;0.00;0.00;18.39;0.00;3;2007-08-07;MFL;;;PA;1974-01-01
SWE;SWE000009347;;MOD;2020-05-07;2100-12-31;SFC8434;SD53;NAJADEN;692;;SFC8434;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;7.20;0.00;3.08;0.00;0.00;39.72;0.00;3;2007-10-30;MFL;;;PA;1982-01-01
SWE;SWE000009353;;MOD;2024-02-09;2100-12-31;SFC8438;GG571;ANNA;SEHSO;Hälsö;SFC8438;Y;Y;N;N;N;N;;FX;FPO;GND;;;;;8.80;0.00;3.20;0.00;0.00;112.00;0.00;3;2007-11-05;MFL;;;PA;2007-01-01
SWE;SWE000009358;;MOD;2023-04-13;2100-12-31;SFC8541;LL42;KRISTINA;SEKAR;Käringön;SFC8541;Y;Y;N;N;N;Y;265612260;FX;FPO;GNS;;;;;9.24;0.00;7.47;0.00;0.00;99.29;0.00;3;2007-12-18;MFL;;;PA;2007-01-01
SWE;SWE000009360;;MOD;2019-11-26;2100-12-31;SFC8546;TG10;LINDHA;471;;SFC8546;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;9.99;0.00;4.59;0.00;0.00;55.00;0.00;3;2008-01-03;MFL;;;PA;1979-01-01
SWE;SWE000009375;;MOD;2020-01-30;2100-12-31;SFC8576;GG145;AMANDA;632;;SFC8576;Y;Y;N;N;;N;;FX;LHP;LTL;;;;;6.14;0.00;0.76;0.00;0.00;13.00;0.00;3;2008-02-11;MFL;;;PA;1978-01-01
SWE;SWE000009403;;MOD;2023-02-09;2100-12-31;SFC8604;LÅ32;No name;SELLA;Luleå;SFC8604;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;6.90;0.00;2.20;0.00;0.00;33.10;0.00;3;2008-04-01;MFL;;;PA;2007-01-01
SWE;SWE000009404;;MOD;2020-11-30;2100-12-31;SFC8605;SM33;No name;91;;SFC8605;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;6.00;0.00;1.68;0.00;0.00;44.13;0.00;3;2008-04-01;MFL;;;PA;1987-01-01
SWE;SWE000009419;;MOD;2023-03-23;2100-12-31;SFC8642;ÖK2;No name;SESGM;Skagshamn;SFC8642;Y;Y;N;N;N;N;;FX;GNS;FPO;;;;;6.40;0.00;1.39;0.00;0.00;29.42;0.00;3;2008-04-16;MFL;;;PA;2005-01-01
SWE;SWE000009423;;CHA;2014-03-27;2100-12-31;SFC8663;ON7;DYRINGEN;280;Greece;SFC8663;Y;Y;N;;;;;FX;FPO;FPO;;;;;6.05;0.00;1.38;0.00;0.00;36.77;0.00;3;2008-04-29;MFL;;;PA;1979-01-01
SWE;SWE000009426;;MOD;2024-04-29;2100-12-31;SFC8680;VG18;No name;SEBUA;Bua;SFC8680;Y;Y;N;N;N;N;;FX;FPO;GND;;;;;8.40;0.00;3.29;0.00;0.00;95.61;0.00;3;2008-05-09;MFL;;;PA;1988-01-01
SWE;SWE000009466;;MOD;2020-11-30;2100-12-31;SFC8812;SD297;No name;664;;SFC8812;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;6.98;0.00;1.35;0.00;0.00;18.39;0.00;1;2008-09-05;MFL;;;PA;1923-01-01
SWE;SWE000009472;;MOD;2022-05-12;2100-12-31;SFC8842;GG724;ANNIE;SEROO;Rörö;SFC8842;Y;Y;N;N;;N;;FX;GNS;FPO;;;;;8.30;0.00;4.94;0.00;0.00;160.00;0.00;3;2008-10-10;MFL;;;PA;2008-01-01
SWE;SWE000009474;;MOD;2024-04-19;2100-12-31;SFC8851;GG290;WILMA;SEVGO;Vrångö;SFC8851;Y;Y;N;N;N;Y;265050510;FX;FPO;FPO;;;;;9.94;0.00;7.42;0.00;0.00;225.06;0.00;3;2008-10-17;MFL;;;PA;2008-01-01
SWE;SWE000009476;;MOD;2022-05-13;2100-12-31;SFC8857;GG378;SIDON;SEBUA;Bua;SFC8857;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;7.80;0.00;3.59;0.00;0.00;49.28;0.00;3;2008-10-23;MFL;;;PA;2005-01-01
SWE;SWE000009479;;MOD;2016-12-30;2100-12-31;SFC8889;GG777;FALKEN II;593;;SFC8889;Y;Y;N;;;;;FX;FPO;LTL;;;;;8.90;0.00;3.17;0.00;0.00;191.23;0.00;3;2008-12-02;MFL;;;PA;2008-01-01
SWE;SWE000009493;;MOD;2014-02-27;2100-12-31;SFC8913;SIN130;ROWENA;416;;SFC8913;Y;Y;N;;;;;FX;FPO;LHP;;;;;5.95;0.00;1.18;0.00;0.00;11.03;0.00;3;2009-01-27;MFL;;;PA;2005-01-01
SWE;SWE000009501;;CHA;2015-09-21;2100-12-31;SFC8920;SD397;IA;672;;SFC8920;Y;Y;N;;;;;FX;FPO;FPO;;;;;10.42;0.00;5.40;0.00;0.00;100.00;0.00;3;2009-02-09;MFL;;;PA;2007-01-01
SWE;SWE000009504;;MOD;2020-11-30;2100-12-31;SFC8929;ON67;No name;280;Greece;SFC8929;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;5.45;0.00;1.19;0.00;0.00;16.18;0.00;3;2009-02-25;MFL;;;PA;1982-01-01
SWE;SWE000009508;;MOD;2020-11-30;2100-12-31;SFC8778;HL9;No name;801;;SFC8778;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;6.00;0.00;0.54;0.00;0.00;18.39;0.00;3;2008-07-31;MFL;;;PA;1982-01-01
SWE;SWE000009518;;MOD;2023-11-06;2100-12-31;SFC8987;UÅ24;No name;SERVG;Rovögern;SFC8987;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;5.97;0.00;1.08;0.00;0.00;37.00;0.00;3;2009-04-22;MFL;;;PA;1988-01-01
SWE;SWE000009524;;MOD;2023-03-06;2100-12-31;SFC8995;SD15;RESARÖ;SERES;Resö;SFC8995;Y;Y;N;N;N;N;;FX;FPO;FPO;;;;;8.10;0.00;3.39;0.00;0.00;77.00;0.00;3;2009-04-28;MFL;;;PA;1985-01-01
SWE;SWE000009529;;MOD;2024-03-05;2100-12-31;SFC8949;GG435;ANDREA;SEOCO;Öckerö;SFC8949;Y;Y;N;N;N;Y;265640570;FX;FPO;FPO;;;;;9.50;0.00;4.12;0.00;0.00;161.81;0.00;3;2009-05-26;MFL;;;PA;2009-01-01
SWE;SWE000009531;;MOD;2020-04-17;2100-12-31;SFC9010;UÅ29;HOLMEN 1;874;;SFC9010;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;5.99;0.00;0.87;0.00;0.00;44.00;0.00;3;2009-05-07;MFL;;;PA;1991-01-01
SWE;SWE000009551;;MOD;2023-06-28;2100-12-31;SFC9075;GE16;No name;SENOT;Norrsundet;SFC9075;Y;Y;N;N;N;N;;FX;GNS;FPO;;;;;5.87;0.00;1.62;0.00;0.00;81.00;0.00;3;2009-07-08;MFL;;;PA;2009-01-01
SWE;SWE000009553;;MOD;2023-06-02;2100-12-31;SFC9112;LL712;RENLAND;SESMO;Smögen;SFC9112;Y;Y;N;N;N;N;;FX;FPO;FPO;;;;;9.90;0.00;4.02;0.00;0.00;91.94;0.00;3;2009-09-03;MFL;;;PA;1998-01-01
SWE;SWE000009557;;MOD;2024-01-08;2100-12-31;SFC9104;VY30;ANNA;SESLI;Slite;SFC9104;Y;Y;N;N;N;N;;FX;GNS;GNS;;;;;5.39;0.00;1.11;0.00;0.00;29.00;0.00;3;2009-08-21;MFL;;;PA;1995-01-01
SWE;SWE000009567;9568251;MOD;2022-11-17;2100-12-31;SJDE;GG181;VÄSTERLAND;SEHNO;Hönö;SJDE;Y;Y;Y;Y;;Y;266322000;FX;OTB;SDN;;;;;23.93;0.00;228.00;0.00;0.00;551.00;0.00;2;2009-09-24;MFL;;;PA;2009-01-01
SWE;SWE000009568;;MOD;2024-02-07;2100-12-31;SFC9129;LÅ77;No name;SEBNO;Brändön;SFC9129;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;7.10;0.00;1.30;0.00;0.00;44.13;0.00;3;2009-10-01;MFL;;;PA;2009-01-01
SWE;SWE000009572;;MOD;2024-04-29;2100-12-31;SFC9168;SM60;No name;SEHER;Herräng;SFC9168;Y;Y;N;N;N;N;;FX;GNS;GNS;;;;;4.31;0.00;0.52;0.00;0.00;5.88;0.00;2;2009-11-10;MFL;;;PA;1998-01-01
SWE;SWE000009573;;MOD;2024-04-29;2100-12-31;SFC9166;SM59;LEA;SEHER;Herräng;SFC9166;Y;Y;N;N;N;N;;FX;GNS;GNS;;;;;6.00;0.00;1.10;0.00;0.00;14.71;0.00;3;2009-11-10;MFL;;;PA;1989-01-01
SWE;SWE000009575;;MOD;2024-04-22;2100-12-31;SFC9171;SM75;No name;SEFLO;Fälön;SFC9171;Y;N;N;N;N;N;;FX;GNS;GNS;;;;;4.70;0.00;0.82;0.00;0.00;14.71;0.00;3;2009-11-12;MFL;;;PA;1990-01-01
SWE;SWE000009598;;MOD;2020-05-07;2100-12-31;SFC9228;GG879;HANNA;697;;SFC9228;Y;Y;N;N;;Y;265650120;FX;LHP;GND;;;;;10.33;0.00;8.39;0.00;0.00;183.87;0.00;3;2010-03-01;MFL;;;PA;1991-01-01
SWE;SWE000009600;;MOD;2015-01-02;2100-12-31;SFC9233;GG226;RÖSKÄR;587;;SFC9233;Y;Y;N;;;;;FX;OTB;FPO;;;;;9.98;0.00;7.83;0.00;0.00;199.00;0.00;3;2010-03-08;MFL;;;PA;2010-01-01
SWE;SWE000009610;;MOD;2020-02-19;2100-12-31;SFC9294;GG211;LINNEA;593;;SFC9294;Y;Y;N;N;;N;;FX;FPO;GND;;;;;8.70;0.00;5.46;0.00;0.00;177.00;0.00;3;2010-05-06;MFL;;;PA;1992-01-01
SWE;SWE000009617;;MOD;2021-04-19;2100-12-31;SFC9068;LA336;BRÖDER;SEBAC;Bäckviken;SFC9068;Y;Y;N;N;;N;;FX;GTR;GNS;;;;;9.95;0.00;4.54;0.00;0.00;198.58;0.00;3;2009-07-02;MFL;;;PA;1978-01-01
SWE;SWE000009618;;MOD;2024-02-18;2100-12-31;SFC9315;HG28;JENS-GRUS;SEJOP;Jonstorp;SFC9315;Y;Y;N;N;N;Y;265642440;FX;GND;GNS;;;;;9.80;0.00;4.91;0.00;0.00;34.00;0.00;1;2010-05-27;MFL;;;PA;1965-01-01
SWE;SWE000009621;;MOD;2020-05-07;2100-12-31;SFC9327;GG109;BERGÖLAND;732;;SFC9327;Y;Y;N;N;;N;;FX;FPO;GND;;;;;7.07;0.00;3.25;0.00;0.00;36.77;0.00;1;2010-06-07;MFL;;;PA;1970-01-01
SWE;SWE000009625;;CHA;2010-07-14;2100-12-31;SFC9366;LL630;LAGUN;603;;SFC9366;Y;Y;N;;;;;FX;FPO;FPO;;;;;8.81;0.00;3.45;0.00;0.00;125.03;0.00;3;2010-07-02;MFL;;;PA;1992-01-01
SWE;SWE000009630;;MOD;2023-06-12;2100-12-31;SFC9388;GE61;SALTHARSFJÄRDEN;SENOT;Norrsundet;SFC9388;Y;Y;N;N;N;N;;FX;GNS;GNS;;;;;6.40;0.00;1.74;0.00;0.00;84.58;0.00;3;2010-07-21;MFL;;;PA;2009-01-01
SWE;SWE000009631;;MOD;2023-06-28;2100-12-31;SFC9403;LL164;VILLE;SEFIS;Fiskebäck;SFC9403;Y;Y;N;N;N;N;;FX;FPO;GND;;;;;8.45;0.00;5.60;0.00;0.00;91.94;0.00;3;2010-07-28;MFL;;;PA;2010-01-01
SWE;SWE000009639;;MOD;2024-04-11;2100-12-31;SFC9439;GE18;No name;SENOT;Norrsundet;SFC9439;Y;Y;N;N;N;N;;FX;GNS;GNS;;;;;6.10;0.00;0.82;0.00;0.00;30.39;0.00;3;2010-09-10;MFL;;;PA;2000-01-01
SWE;SWE000009665;;MOD;2024-04-09;2100-12-31;SFC9511;GG1206;DANÖ;SEFIS;Fiskebäck;SFC9511;Y;Y;N;N;N;Y;265671520;FX;FPO;GND;;;;;9.94;0.00;6.51;0.00;0.00;191.00;0.00;3;2010-12-21;MFL;;;PA;2010-01-01
SWE;SWE000009666;;MOD;2024-05-01;2100-12-31;SFC9514;GG237;MARIKA;SEHNO;Hönö;SFC9514;Y;Y;N;N;N;Y;265660130;FX;GND;FPO;;;;;9.98;0.00;11.92;0.00;0.00;373.00;0.00;3;2010-12-28;MFL;;;PA;2010-01-01
SWE;SWE000009679;;MOD;2024-05-03;2100-12-31;SFC9522;GG34;BISCAYA;SEHNO;Hönö;SFC9522;Y;Y;N;N;N;Y;265708730;FX;GNS;GNS;;;;;9.98;0.00;7.83;0.00;0.00;283.00;0.00;3;2011-02-23;MFL;;;PA;2010-01-01
SWE;SWE000009696;;MOD;2021-05-11;2100-12-31;SFC9587;HA3;No name;SENIA;Nikkala;SFC9587;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;6.05;0.00;1.02;0.00;0.00;22.06;0.00;3;2011-05-25;MFL;;;PA;1985-01-01
SWE;SWE000009697;;MOD;2024-02-29;2100-12-31;SFC9588;SIN85;TÄRNAN;SEVK2;Vik;SFC9588;Y;N;N;N;N;N;;FX;LHP;GNS;;;;;7.00;0.00;3.21;0.00;0.00;22.06;0.00;3;2011-05-27;MFL;;;PA;1980-01-01
SWE;SWE000009701;;MOD;2023-06-28;2100-12-31;SFC9586;LÅ3;No name;SERHG;Rågholmssundet Gussön;SFC9586;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;6.01;0.00;1.47;0.00;0.00;37.00;0.00;3;2011-05-26;MFL;;;PA;1990-01-01
SWE;SWE000009703;;MOD;2020-11-30;2100-12-31;SFC9585;GG375;No name;598;;SFC9585;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;7.92;0.00;4.37;0.00;0.00;220.65;0.00;3;2011-05-25;MFL;;;PA;1996-01-01
SWE;SWE000009710;;MOD;2021-12-18;2100-12-31;SFC9581;ÖK4;JENNY;SEKMH;Köpmanholmen;SFC9581;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;5.40;0.00;1.02;0.00;0.00;30.00;0.00;3;2011-05-19;MFL;;;PA;1995-01-01
SWE;SWE000009714;;MOD;2021-02-22;2100-12-31;SFC9598;ÖK12;HELEN;SESKP;Skeppsmalen;SFC9598;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;6.40;0.00;1.46;0.00;0.00;51.48;0.00;3;2011-06-20;MFL;;;PA;2009-01-01
SWE;SWE000009716;;MOD;2020-04-17;2100-12-31;SFC9622;UÅ62;FILIP;874;;SFC9622;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;7.50;0.00;1.86;0.00;0.00;162.00;0.00;3;2011-07-22;MFL;;;PA;2011-01-01
