time,longitude,latitude,speed,consumption
2023-11-29T00:00:00.000,11.177762,58.75574,0,0
2023-11-29T00:00:01.000,11.177762,58.75574,0,0
2023-11-29T00:00:02.000,11.1777623659639,58.7557389021082,0,0
2023-11-29T00:00:03.000,11.1777628694529,58.7557373916414,0,0
2023-11-29T00:00:04.000,11.1777593028728,58.7557429154035,0,0
2023-11-29T00:00:05.000,11.177758,58.755745,0,0
2023-11-29T00:00:06.000,11.177758,58.755745,0,0
2023-11-29T00:00:07.000,11.177758,58.755745,0,0
2023-11-29T00:00:08.000,11.177758,58.755745,0,0
2023-11-29T00:00:09.000,11.177758,58.755745,0,0
2023-11-29T00:00:10.000,11.177758,58.755745,0,0
2023-11-29T00:00:11.000,11.177758,58.755745,0,0
2023-11-29T00:00:12.000,11.177758,58.755745,0,0
2023-11-29T00:00:13.000,11.1777587310326,58.755745,0,0
2023-11-29T00:00:14.000,11.1777597376263,58.755745,0,0
2023-11-29T00:00:15.000,11.17776,58.755745,0,0
2023-11-29T00:00:16.000,11.177760740617,58.7557431484574,0,0
2023-11-29T00:00:17.000,11.1777617411724,58.7557406470691,0,0
2023-11-29T00:00:18.000,11.1777623701283,58.75574,0,0
2023-11-29T00:00:19.000,11.1777628694139,58.75574,0,0
2023-11-29T00:00:20.000,11.1777626303966,58.7557418480172,0,0
2023-11-29T00:00:21.000,11.1777621298868,58.755744350566,0,0
2023-11-29T00:00:22.000,11.177762,58.755745,0,0
2023-11-29T00:00:23.000,11.177762,58.755745,0,0
2023-11-29T00:00:24.000,11.177762,58.755745,0,0
2023-11-29T00:00:25.000,11.177762,58.755745,0,0
2023-11-29T00:00:26.000,11.177762,58.755745,0,0
2023-11-29T00:00:27.000,11.1777623686852,58.7557431565739,0,0
2023-11-29T00:00:28.000,11.1777628691579,58.7557406542104,0,0
2023-11-29T00:00:29.000,11.177763,58.75574,0,0
2023-11-29T00:00:30.000,11.177763,58.75574,0,0
2023-11-29T00:00:31.000,11.177763,58.75574,0,0
2023-11-29T00:00:32.000,11.177763,58.75574,0,0
2023-11-29T00:00:33.000,11.177763,58.75574,0,0
2023-11-29T00:00:34.000,11.177763,58.75574,0,0
2023-11-29T00:00:35.000,11.177763,58.75574,0,0
2023-11-29T00:00:36.000,11.177763,58.75574,0,0
2023-11-29T00:00:37.000,11.177763,58.75574,0,0
2023-11-29T00:00:38.000,11.177763,58.75574,0,0
2023-11-29T00:00:39.000,11.1777626306865,58.75574,0,0
2023-11-29T00:00:40.000,11.1777621306358,58.75574,0,0
2023-11-29T00:00:41.000,11.177762,58.75574,0,0
2023-11-29T00:00:42.000,11.177762,58.75574,0,0
2023-11-29T00:00:43.000,11.177762,58.75574,0,0
2023-11-29T00:00:44.000,11.177762,58.75574,0,0
2023-11-29T00:00:45.000,11.177762,58.75574,0,0
2023-11-29T00:00:46.000,11.177762,58.75574,0,0
2023-11-29T00:00:47.000,11.177762,58.75574,0,0
2023-11-29T00:00:48.000,11.177762,58.75574,0,0
2023-11-29T00:00:49.000,11.177762,58.75574,0,0
2023-11-29T00:00:50.000,11.1777623678764,58.75574,0,0
2023-11-29T00:00:51.000,11.1777628684042,58.75574,0,0
2023-11-29T00:00:52.000,11.1777626314472,58.75574,0,0
2023-11-29T00:00:53.000,11.177762131434,58.75574,0,0
2023-11-29T00:00:54.000,11.1777623685966,58.75574,0,0
2023-11-29T00:00:55.000,11.1777628686333,58.75574,0,0
2023-11-29T00:00:56.000,11.177763,58.75574,0,0
2023-11-29T00:00:57.000,11.177763,58.75574,0,0
2023-11-29T00:00:58.000,11.177763,58.75574,0,0
2023-11-29T00:00:59.000,11.177763,58.75574,0,0
2023-11-29T00:01:00.000,11.177763,58.75574,0,0
2023-11-29T00:01:01.000,11.1777637362793,58.75574,0,0
2023-11-29T00:01:02.000,11.1777647347676,58.75574,0,0
2023-11-29T00:01:03.000,11.177765,58.7557388973114,0,0
2023-11-29T00:01:04.000,11.177765,58.7557373957595,0,0
2023-11-29T00:01:05.000,11.177765,58.755737,0,0
2023-11-29T00:01:06.000,11.177765,58.755737,0,0
2023-11-29T00:01:07.000,11.1777642652816,58.755737,0,0
2023-11-29T00:01:08.000,11.1777632676804,58.755737,0,0
2023-11-29T00:01:09.000,11.177763,58.755737,0,0
2023-11-29T00:01:10.000,11.177763,58.755737,0,0
2023-11-29T00:01:11.000,11.177760781951,58.7557429147974,0,0
2023-11-29T00:01:12.000,11.1777592606351,58.755745,0,0
2023-11-29T00:01:13.000,11.1777582595399,58.755745,0,0
2023-11-29T00:01:14.000,11.177758,58.755745,0,0
2023-11-29T00:01:15.000,11.177758,58.755745,0,0
